mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-06-26,close,2026-08-14T19:43:41,0050,元大台灣50,266,107.6,28661.6,103.1,public_close,27424.6,-1237.0,-0.04315879085605828,3145.0,3145.0,324249500.0,ready
2026-06-26,close,2026-08-14T19:43:41,0056,元大高股息,294,53.6,15780.69,51.45,public_close,15126.300000000001,-654.3899999999994,-0.04146776851962743,959.0,959.0,49340550.0,ready
2026-06-26,close,2026-08-14T19:43:41,006208,富邦台50,50,249.2,12477.5,238.7,public_close,11935.0,-542.5,-0.043478260869565216,282.0,282.0,67313400.0,ready
2026-06-26,close,2026-08-14T19:43:41,00881,國泰台灣5G+,76,56.3,4284.72,52.7,public_close,4005.2000000000003,-279.52,-0.06523646819395432,296.0,296.0,15599200.0,ready
2026-06-26,close,2026-08-14T19:43:41,2330,台積電,13,2430.0,31635.0,2340.0,public_close,30420.0,-1215.0,-0.03840682788051209,5701.0,5701.0,13340340000.0,ready
2026-06-26,close,2026-08-14T19:43:41,2412,中華電,92,143.0,13174.73,143.0,public_close,13156.0,-18.729999999999563,-0.00142166101316684,2669.0,2669.0,381667000.0,ready
