mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-06-08,close,2026-06-08T21:52:49,2412,中華電,654,143.0,93655.0,138.5,qveris_eodhd_close,90579.0,-3076.0,-0.03284394853451497,17240659.0,17240659.0,2387831271.5,ready
2026-06-08,close,2026-06-08T21:52:49,2881,富邦金,237,114.0,27057.0,116.0,qveris_eodhd_close,27492.0,435.0,0.01607717041800643,104667315.0,104667315.0,12141408540.0,ready
2026-06-08,close,2026-06-08T21:52:49,00713,元大台灣高息低波,406,59.75,24293.5,57.65,qveris_eodhd_close,23405.899999999998,-887.6000000000022,-0.03653652211496911,13194197.0,13194197.0,760645457.05,ready
2026-06-08,close,2026-06-08T21:52:49,006208,富邦台50,93,249.2,23208.6,233.85,qveris_eodhd_close,21748.05,-1460.5499999999993,-0.0629314133553941,10489929.0,10489929.0,2453069896.65,ready
2026-06-08,close,2026-06-08T21:52:49,2330,台積電,9,2430.0,21901.0,2295.0,qveris_eodhd_close,20655.0,-1246.0,-0.056892379343408975,51824183.0,51824183.0,118936499985.0,ready
2026-06-08,close,2026-06-08T21:52:49,2882,國泰金,244,91.5,22358.0,95.0,qveris_eodhd_close,23180.0,822.0,0.036765363628231504,56974719.0,56974719.0,5412598305.0,ready
2026-06-08,close,2026-06-08T21:52:49,00878,國泰永續高股息,656,33.25,21843.0,31.11,qveris_eodhd_close,20408.16,-1434.8400000000001,-0.06568877901387173,140930118.0,140930118.0,4384335970.98,ready
2026-06-08,close,2026-06-08T21:52:49,0056,元大高股息,371,53.6,19913.6,49.45,qveris_eodhd_close,18345.95,-1567.6499999999978,-0.07872258155230585,126234699.0,126234699.0,6242305865.55,ready
2026-06-08,close,2026-06-08T21:52:49,00919,群益台灣精選高息,646,30.72,19873.12,29.48,qveris_eodhd_close,19044.08,-829.0399999999972,-0.04171665043032988,285938636.0,285938636.0,8429470989.28,ready
2026-06-08,close,2026-06-08T21:52:49,00881,國泰台灣5G+,349,56.3,19676.7,52.4000,twse_close_fallback,18287.60,-1389.10,-0.070596,24142775,24142775,1245841165,ready
2026-06-08,close,2026-06-08T21:52:49,2303,聯電,134,135.0,18116.0,121.0,qveris_eodhd_close,16214.0,-1902.0,-0.1049900640317951,318113451.0,318113451.0,38491727571.0,ready
2026-06-08,close,2026-06-08T21:52:49,2454,聯發科,4,4455.0,17845.0,4070.0,qveris_eodhd_close,16280.0,-1565.0,-0.08769963575231157,15785453.0,15785453.0,64246793710.0,ready
2026-06-08,close,2026-06-08T21:52:49,2317,鴻海,50,312.0,15622.0,269.5,qveris_eodhd_close,13475.0,-2147.0,-0.13743438740238126,116829921.0,116829921.0,31485663709.5,ready
2026-06-08,close,2026-06-08T21:52:49,1301,台塑,281,52.5,14773.5,45.85,qveris_eodhd_close,12883.85,-1889.6499999999996,-0.12790807865434728,32789165.0,32789165.0,1503383215.25,ready
2026-06-08,close,2026-06-08T21:52:49,0050,元大台灣50,119,107.6,12822.4,100.95,qveris_eodhd_close,12013.050000000001,-809.3499999999985,-0.06312000873471414,359952235.0,359952235.0,36337178123.25,ready
