mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-06-16,close,2026-06-18T18:42:12,2412,中華電,654,143.0,93655.0,146.5,public_close,95811.0,2156.0,0.02302066093641557,12778.0,12778.0,1870201000.0,ready
2026-06-16,close,2026-06-18T18:42:12,2881,富邦金,237,114.0,27057.0,132.0,public_close,31284.0,4227.0,0.1562257456480763,39819.0,39819.0,5206238000.0,ready
2026-06-16,close,2026-06-18T18:42:12,00713,元大台灣高息低波,406,59.75,24293.5,60.75,public_close,24664.5,371.0,0.015271574701051721,5317.0,5317.0,322749950.0,ready
2026-06-16,close,2026-06-18T18:42:12,006208,富邦台50,93,249.2,23208.6,245.35,public_close,22817.55,-391.0499999999993,-0.016849357565729913,2881.0,2881.0,705010650.0,ready
2026-06-16,close,2026-06-18T18:42:12,2330,台積電,9,2430.0,21901.0,2400.0,public_close,21600.0,-301.0,-0.013743664672845988,29540.0,29540.0,70267135000.0,ready
2026-06-16,close,2026-06-18T18:42:12,2882,國泰金,244,91.5,22358.0,109.5,public_close,26718.0,4360.0,0.19500849807675105,53945.0,53945.0,5828432000.0,ready
2026-06-16,close,2026-06-18T18:42:12,00878,國泰永續高股息,656,33.25,21843.0,32.91,public_close,21588.96,-254.04000000000087,-0.011630270567229817,48546.0,48546.0,1595350080.0,ready
2026-06-16,close,2026-06-18T18:42:12,0056,元大高股息,371,53.6,19913.6,51.55,public_close,19125.05,-788.5499999999993,-0.039598565804274434,29694.0,29694.0,1533005600.0,ready
2026-06-16,close,2026-06-18T18:42:12,00919,群益台灣精選高息,646,30.72,19873.12,29.97,public_close,19360.62,-512.5,-0.025788602896777157,176702.0,176702.0,5277908210.0,ready
2026-06-16,close,2026-06-18T18:42:12,00881,國泰台灣5G+,349,56.3,19676.7,54.85,public_close,19142.65,-534.0499999999993,-0.027141238114114626,8966.0,8966.0,491750350.0,ready
2026-06-16,close,2026-06-18T18:42:12,2303,聯電,134,135.0,18116.0,141.0,public_close,18894.0,778.0,0.04294546257451976,233101.0,233101.0,33007125000.0,ready
2026-06-16,close,2026-06-18T18:42:12,2454,聯發科,4,4455.0,17845.0,4560.0,public_close,18240.0,395.0,0.022135051835247967,9682.0,9682.0,43691975000.0,ready
2026-06-16,close,2026-06-18T18:42:12,2317,鴻海,27,312.0,8435.88,269.0,public_close,7263.0,-1172.8799999999992,-0.1390346946613749,54800.0,54800.0,14733155500.0,ready
2026-06-16,close,2026-06-18T18:42:12,1301,台塑,157,52.5,8254.23,46.75,public_close,7339.75,-914.4799999999996,-0.11078925593301854,25955.0,25955.0,1235726700.0,ready
2026-06-16,close,2026-06-18T18:42:12,0050,元大台灣50,119,107.6,12822.4,105.9,public_close,12602.1,-220.29999999999927,-0.017180870975792305,66988.0,66988.0,7070277550.0,ready
