mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-06-05,close,2026-06-06T22:45:09,2412,中華電,654,143.0,93655.0,141.0,qveris_eodhd_close,92214.0,-1441.0,-0.01538625807484918,11575154.0,11575154.0,1632096714.0,ready
2026-06-05,close,2026-06-06T22:45:09,2881,富邦金,237,114.0,27057.0,118.0,qveris_eodhd_close,27966.0,909.0,0.03359574232176516,61696004.0,61696004.0,7280128472.0,ready
2026-06-05,close,2026-06-06T22:45:09,00713,元大台灣高息低波,406,59.75,24293.5,59.65,qveris_eodhd_close,24217.899999999998,-75.60000000000218,-0.003111943523987988,10281512.0,10281512.0,613292190.8,ready
2026-06-05,close,2026-06-06T22:45:09,006208,富邦台50,93,249.2,23208.6,241.05,qveris_eodhd_close,22417.65,-790.9499999999971,-0.034080039295778165,5339256.0,5339256.0,1287027658.8,ready
2026-06-05,close,2026-06-06T22:45:09,2330,台積電,9,2430.0,21901.0,2365.0,qveris_eodhd_close,21285.0,-616.0,-0.02812656956303365,38696140.0,38696140.0,91516371100.0,ready
2026-06-05,close,2026-06-06T22:45:09,2882,國泰金,244,91.5,22358.0,100.0,qveris_eodhd_close,24400.0,2042.0,0.0913319617139279,69175575.0,69175575.0,6917557500.0,ready
2026-06-05,close,2026-06-06T22:45:09,00878,國泰永續高股息,656,33.25,21843.0,32.32,qveris_eodhd_close,21201.920000000002,-641.0799999999981,-0.029349448335851215,103213129.0,103213129.0,3335848329.28,ready
2026-06-05,close,2026-06-06T22:45:09,0056,元大高股息,371,53.6,19913.6,51.8,qveris_eodhd_close,19217.8,-695.7999999999993,-0.03494094488188973,71311633.0,71311633.0,3693942589.3999996,ready
2026-06-05,close,2026-06-06T22:45:09,00919,群益台灣精選高息,646,30.72,19873.12,30.67,qveris_eodhd_close,19812.82,-60.29999999999927,-0.0030342492774158903,163230550.0,163230550.0,5006280968.5,ready
2026-06-05,close,2026-06-06T22:45:09,00881,國泰台灣5G+,349,56.3,19676.7,54.1000,twse_close_fallback,18880.90,-795.80,-0.040444,13906362,13906362,751428697,ready
2026-06-05,close,2026-06-06T22:45:09,2303,聯電,134,135.0,18116.0,131.5,qveris_eodhd_close,17621.0,-495.0,-0.027323912563479796,376248665.0,376248665.0,49476699447.5,ready
2026-06-05,close,2026-06-06T22:45:09,2454,聯發科,4,4455.0,17845.0,4300.0,qveris_eodhd_close,17200.0,-645.0,-0.03614457831325301,11859256.0,11859256.0,50994800800.0,ready
2026-06-05,close,2026-06-06T22:45:09,2317,鴻海,50,312.0,15622.0,284.5,qveris_eodhd_close,14225.0,-1397.0,-0.08942516963256945,92615593.0,92615593.0,26349136208.5,ready
2026-06-05,close,2026-06-06T22:45:09,1301,台塑,281,52.5,14773.5,48.9,qveris_eodhd_close,13740.9,-1032.6000000000004,-0.06989542085490916,27281347.0,27281347.0,1334057868.3,ready
2026-06-05,close,2026-06-06T22:45:09,0050,元大台灣50,119,107.6,12822.4,104.15,qveris_eodhd_close,12393.85,-428.5499999999993,-0.033421980284502065,187031371.0,187031371.0,19479317289.65,ready
