mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-07-28,close,2026-07-28T21:46:18,0050,元大台灣50,266,107.6,28661.6,97.15,public_close,25841.9,-2819.699999999997,-0.09837901582605288,4807.0,4807.0,467000050.0,ready
2026-07-28,close,2026-07-28T21:46:18,0056,元大高股息,393,53.6,21094.6,48.19,public_close,18938.67,-2155.9300000000003,-0.10220293345216314,1174.0,1174.0,56575060.0,ready
2026-07-28,close,2026-07-28T21:46:18,006208,富邦台50,67,249.2,16719.85,222.1,public_close,14880.699999999999,-1839.1499999999996,-0.1099979963935083,85.0,85.0,18878500.0,ready
2026-07-28,close,2026-07-28T21:46:18,00881,國泰台灣5G+,245,56.3,13812.61,48.14,public_close,11794.3,-2018.3100000000013,-0.14612082727304987,212.0,212.0,10205680.0,ready
2026-07-28,close,2026-07-28T21:46:18,2330,台積電,13,2430.0,31635.0,2280.0,public_close,29640.0,-1995.0,-0.06306306306306306,6181.0,6181.0,14092680000.0,ready
2026-07-28,close,2026-07-28T21:46:18,2412,中華電,220,143.0,31504.79,141.0,public_close,31020.0,-484.7900000000009,-0.015387818804696075,1954.0,1954.0,275514000.0,ready
