execution_date,symbol,name,buy_reference_price,shares,gross_amount,buy_commission_estimate,buy_tax_estimate,total_buy_cost,future_sell_tax_estimate,status
2026-07-28,0050,元大台灣50,107.6000,266,28621.60,40.00,0.00,28661.60,28.00,simulated_position
2026-07-28,0056,元大高股息,53.6000,393,21064.80,29.80,0.00,21094.60,20.80,simulated_position
2026-07-28,006208,富邦台50,249.2000,67,16696.40,23.45,0.00,16719.85,16.19,simulated_position
2026-07-28,00881,國泰台灣5G+,56.3000,245,13793.50,19.11,0.00,13812.61,13.49,simulated_position
2026-07-28,2330,台積電,2430.0000,13,31590.00,45.00,0.00,31635.00,94.00,simulated_position
2026-07-28,2412,中華電,143.0000,220,31460.00,44.79,0.00,31504.79,94.05,simulated_position
